order,headword,definition,WordAoA_AoA Mean,WordAoA_AoA SD,WordAoA_No. of Raters,WordAoA_Male %,WordAoA_Female %,WordAoA_Age Max,WordAoA_Age Min,WordAoA_Education Max,WordAoA_Education Min,ValenceArousal_Valence_Mean,ValenceArousal_Valence_SD,ValenceArousal_Valence_N,ValenceArousal_Arousal_Mean,ValenceArousal_Arousal_SD,ValenceArousal_Arousal_N,ValenceArousal_Men_Valence_Mean,ValenceArousal_Men_Valence_SD,ValenceArousal_Men_Valence_N,ValenceArousal_Women_Valence_Mean,ValenceArousal_Women_Valence_SD,ValenceArousal_Women_Valence_N,ValenceArousal_Men_Arousal_Mean,ValenceArousal_Men_Arousal_SD,ValenceArousal_Men_Arousal_N,ValenceArousal_Women_Arousal_Mean,ValenceArousal_Women_Arousal_SD,ValenceArousal_Women_Arousal_N,SUBTLEXWord_WCount,SUBTLEXWord_W/million,SUBTLEXWord_logW,SUBTLEXWord_W-CD,SUBTLEXWord_W-CD%,SUBTLEXWord_logW-CD,MELD_lexicality,MELD_N,MELD_RT,MELD_RTSD,MELD_zRT,MELD_zRTSD,MELD_ERR,MELD_length,MELD_tstroke,MELD_wfreq,MELD_wfreq/mil,MELD_cd,MELD_C1stroke,MELD_C2stroke,MELD_C1nwf,MELD_C2nwf,MELD_C1cf,MELD_C2cf,MELD_C1nom,MELD_C2nom,MELD_C1nop,MELD_C2nop,Concreteness_Mean of Valid Ratings,Concreteness_SD of Valid Ratings,Concreteness_No.of Valid Ratings,CLD_C1,CLD_C2,CLD_Length,CLD_C1Structure,CLD_C2Structure,CLD_C1Type,CLD_C2Type,CLD_Pinyin,CLD_C1Pinyin,CLD_C2Pinyin,CLD_IPA,CLD_C1IPA,CLD_C2IPA,CLD_InitialPhoneme,CLD_FinalPhoneme,CLD_Phonemes,CLD_C1Phonemes,CLD_C2Phonemes,CLD_C1Tone,CLD_C2Tone,CLD_Frequency,CLD_C1Frequency,CLD_C2Frequency,CLD_FrequencyRaw,CLD_C1FrequencyRaw,CLD_C2FrequencyRaw,CLD_FrequencySUBTL,CLD_C1FrequencySUBTL,CLD_C2FrequencySUBTL,CLD_FrequencyRawSUBTL,CLD_C1FrequencyRawSUBTL,CLD_C2FrequencyRawSUBTL,CLD_FrequencyWeibo,CLD_C1FrequencyWeibo,CLD_C2FrequencyWeibo,CLD_FrequencyRawWeibo,CLD_C1FrequencyRawWeibo,CLD_C2FrequencyRawWeibo,CLD_PhonologicalFrequency,CLD_C1PhonologicalFrequency,CLD_C2PhonologicalFrequency,CLD_C1FamilySize,CLD_C2FamilySize,CLD_C1FamilyFrequency,CLD_C2FamilyFrequency,CLD_Strokes,CLD_C1Strokes,CLD_C2Strokes,CLD_C1Pixels,CLD_C2Pixels,CLD_C1PictureSize,CLD_C2PictureSize,CLD_C1OLDPixels,CLD_C2OLDPixels,CLD_PhonologicalN,CLD_C1PhonologicalN,CLD_C2PhonologicalN,CLD_PLD,CLD_C1PLD,CLD_C2PLD,CLD_C1SR,CLD_C2SR,CLD_C1SRFrequency,CLD_C2SRFrequency,CLD_C1SRFamilySize,CLD_C2SRFamilySize,CLD_C1SRStrokes,CLD_C2SRStrokes,CLD_MeanPhonemeFrequency,CLD_C1MeanPhonemeFrequency,CLD_C2MeanPhonemeFrequency,CLD_MinPhonemeFrequency,CLD_C1MinPhonemeFrequency,CLD_C2MinPhonemeFrequency,CLD_MaxPhonemeFrequency,CLD_C1MaxPhonemeFrequency,CLD_C2MaxPhonemeFrequency,CLD_C1InitialPhonemeFrequency,CLD_C2InitialPhonemeFrequency,CLD_MeanDiphoneFrequency,CLD_MinDiphoneFrequency,CLD_MaxDiphoneFrequency,CLD_C1Friends,CLD_C2Friends,CLD_C1HomographTypes,CLD_C2HomographTypes,CLD_C1HomographTokens,CLD_C2HomographTokens,CLD_C1FriendsFrequency,CLD_C2FriendsFrequency,CLD_C1HomographsFrequency,CLD_C2HomographsFrequency,CLD_C1HomophoneTypes,CLD_C2HomophoneTypes,CLD_C1HomophoneTokens,CLD_C2HomophoneTokens,CLD_C1HomophonesFrequency,CLD_C2HomophonesFrequency,CLD_C1Entropy,CLD_C1BackwardEntropy,CLD_C1RE,CLD_C2RE,CLD_PMI,CLD_PSPMI,CLD_TScore,CLD_PSTScore,CLD_C1ConditionalProbability,CLD_C1BackwardConditionalProbability,CLD_EntropyCharacterFrequencies
8679,出奇,"<entry id=""07609""><hwg><hw>出奇</hw><pinyin>chūqí</pinyin></hwg><def><ps>形</ps>特别；不平常：<ex>今年早春真暖得～｜山村的夜，～地安静。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://出奇制胜"">出奇制胜</a></div></ci>",12.6363636363636,4.43519962019701,22.0,59.0909090909091,40.9090909090909,51.0,20.0,5.0,4.0,0.5,0.81,26.0,2.65,0.98,23.0,0.57,0.85,14.0,0.42,0.79,12.0,2.78,0.97,9.0,2.57,1.02,14.0,93.0,2.77,1.9685,89.0,1.43,1.9494,1.0,41.0,793.414634146341,344.422505624252,-0.117170534921828,1.02494066845574,0.0,2.0,13.0,93.0,2.77,89.0,5.0,1.0,294.0,1.0,129404.0,1.0,12.0,1.0,1.0,1.0,4.0,0.963624,29.0,出,奇,2.0,SG,UD,PicSyn,PicPho,chu1qi2,chu1,qi2,ʈʂʰu1tɕʰi2,ʈʂʰu1,tɕʰi2,ʈʂʰ,i,4.0,2.0,2.0,1.0,2.0,4.1957,2396.4988,364.3506,566.0,485291.0,73781.0,2.7761,2765.0427,383.5897,93.0,129404.0,17952.0,4.6647,2285.7225,358.5678,473.0,355887.0,55829.0,4.1957,3696.7087,1728.169,273.0,51.0,2472.0163,381.3714,13.0,5.0,8.0,2970.0,3633.0,1264.0,2353.0,2216.3,2584.05,6.0,21.0,15.0,1.65,1.0,1.1,凵,大,2793.8321,16670.0889,7.0,29.0,2.0,3.0,135281.199,110544.4477,160017.9503,28323.5804,28323.5804,36220.3781,283815.5226,192765.315,283815.5226,28323.5804,36220.3781,8193.8226,2335.5671,17005.8858,273.0,50.0,0.0,1.0,0.0,1.0,3160.3929,391.7124,0.0,0.2446,2.0,21.0,50.0,207.0,532.1201,1332.2609,3.9042,2.2979,4.4964,5.0015,0.6552,2.117,0.9382,3.2828,0.00237178,0.02296053,0.5627999999999999
8683,出家,"<entry id=""07556""><hwg><hw>出家</hw><pinyin>chū//jiā</pinyin></hwg><def><ps>动</ps>离开家庭到庙宇里去做僧尼或道士：<ex>～修行｜～为尼。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://出家人"">出家人</a></div></ci>",11.9565217391304,3.68631697040883,23.0,30.4347826086957,69.5652173913043,49.0,20.0,5.0,2.0,-0.96,1.23,24.0,1.84,1.18,25.0,-0.8,1.32,15.0,-1.22,1.09,9.0,1.25,0.46,8.0,2.12,1.32,17.0,8.0,0.24,0.9031,7.0,0.11,0.8451,1.0,41.0,705.402682926829,364.509906203003,-0.448948527085968,0.995647946703341,2.38095238095238,2.0,15.0,8.0,0.24,7.0,5.0,1.0,294.0,1.0,129404.0,1.0,12.0,1.0,1.0,1.0,2.304348,1.019571,23.0,出,家,2.0,SG,UD,PicSyn,PicSyn,chu1jia1,chu1,jia1,ʈʂʰu1tɕja1,ʈʂʰu1,tɕja1,ʈʂʰ,a,5.0,2.0,3.0,1.0,1.0,2.2313,2396.4988,4086.3062,301.0,485291.0,827477.0,0.2388,2765.0427,2401.4316,8.0,129404.0,112387.0,2.8895,2285.7225,4592.7425,293.0,355887.0,715090.0,2.2313,3696.7087,6502.8466,273.0,285.0,2472.0163,3541.0156,15.0,5.0,10.0,2970.0,3756.0,1264.0,3692.0,2216.3,2724.2,2.0,21.0,7.0,1.85,1.0,1.45,凵,宀,2793.8321,14193.9605,7.0,51.0,2.0,3.0,157886.7457,110544.4477,189448.2777,28323.5804,28323.5804,71647.235,321278.7324,192765.315,321278.7324,28323.5804,71647.235,32308.9733,3647.5834,81215.1816,273.0,281.0,0.0,1.0,0.0,6.0,3162.3573,4776.2713,0.0,137.0719,2.0,10.0,50.0,172.0,532.1201,1724.344,3.9042,2.578,4.4964,5.2673,-3.4257,-2.6669,-4.4409,-3.1715,0.00126132,0.00083345,0.9504
8695,出席,"<entry id=""07667""><hwg><hw>出席</hw><pinyin>chūxí</pinyin></hwg><def><ps>动</ps>参加会议或典礼等活动，特指有发言权和表决权的成员参加会议：<ex>～开幕式｜统计～代表人数。</ex></def>",11.5882352941176,4.51468193134095,17.0,64.7058823529412,35.2941176470588,36.0,20.0,5.0,4.0,0.79,0.88,24.0,1.76,0.97,25.0,0.87,0.83,15.0,0.67,1.0,9.0,2.29,1.11,7.0,1.56,0.86,18.0,673.0,20.06,2.828,501.0,8.02,2.6998,1.0,42.0,689.922380952381,228.872676019526,-0.580480442277578,0.654842531078069,0.0,2.0,15.0,673.0,20.06,501.0,5.0,1.0,294.0,1.0,129404.0,1.0,12.0,1.0,1.0,1.0,2.0,0.848528,26.0,出,席,2.0,SG,UD,PicSyn,PicSyn,chu1xi2,chu1,xi2,ʈʂʰu1ɕi2,ʈʂʰu1,ɕi2,ʈʂʰ,i,4.0,2.0,2.0,1.0,2.0,12.4981,2396.4988,50.1333,1686.0,485291.0,10152.0,20.0896,2765.0427,66.3462,673.0,129404.0,3105.0,9.9901,2285.7225,45.2601,1013.0,355887.0,7047.0,12.4981,3696.7087,568.599,273.0,35.0,2472.0163,54.4477,15.0,5.0,10.0,2970.0,3698.0,1264.0,2517.0,2216.3,2620.3,5.0,21.0,15.0,1.65,1.0,1.1,凵,巾,2793.8321,5269.7481,7.0,32.0,2.0,3.0,143520.3058,110544.4477,176496.1638,28323.5804,28323.5804,69176.805,283815.5226,192765.315,283815.5226,28323.5804,69176.805,11678.3123,4759.0808,25035.8414,273.0,35.0,0.0,0.0,0.0,0.0,3152.0904,46.8199,0.0,0.0,2.0,4.0,50.0,66.0,532.1201,509.2809,3.9042,2.5884,4.4964,2.7274,5.1203,5.7446,20.2508,25.404,0.00706506,0.28379061,0.1441999999999999
8703,出战,"<entry id=""07688""><hwg><hw>出战</hw><pinyin>chūzhàn</pinyin></hwg><def><ps>动</ps>出兵打仗；跟进攻的敌人作战：<ex>～失利◇中国足球队～世界杯赛。</ex></def>",11.2222222222222,4.97707161190849,18.0,44.4444444444444,55.5555555555556,52.0,21.0,5.0,4.0,0.68,1.21,22.0,2.68,1.06,28.0,0.3,0.67,10.0,1.0,1.48,12.0,2.79,1.05,14.0,2.57,1.09,14.0,46.0,1.37,1.6628,25.0,0.4,1.3979,1.0,39.0,734.126923076923,284.572719872349,-0.291236517099466,0.922811130954172,2.5,2.0,14.0,46.0,1.37,25.0,5.0,1.0,294.0,1.0,129404.0,1.0,12.0,1.0,1.0,1.0,2.28,0.979796,25.0,出,战,2.0,SG,LR,PicSyn,PicPho,chu1zhan4,chu1,zhan4,ʈʂʰu1ʈʂan4,ʈʂʰu1,ʈʂan4,ʈʂʰ,n,5.0,2.0,3.0,1.0,4.0,1.1638,2396.4988,721.5358,157.0,485291.0,146111.0,1.3731,2765.0427,395.5342,46.0,129404.0,18511.0,1.0947,2285.7225,819.5247,111.0,355887.0,127600.0,1.2083,3696.7087,1541.4159,273.0,145.0,2472.0163,850.1631,14.0,5.0,9.0,2970.0,3643.0,1264.0,3635.0,2216.3,2808.85,3.0,21.0,24.0,1.85,1.0,1.0,凵,戈,2793.8321,29970.7358,7.0,17.0,2.0,4.0,167224.1023,110544.4477,205010.5387,28323.5804,28323.5804,62190.2001,321278.7324,192765.315,321278.7324,28323.5804,62190.2001,21105.3428,2154.9444,69519.2809,273.0,146.0,0.0,0.0,0.0,0.0,3163.4248,956.7013,0.0,0.0,2.0,7.0,50.0,112.0,532.1201,583.5508,3.9042,2.4604,4.4964,6.5352,-2.2456,-1.0956,-1.854,-0.8389999999999999,0.0006579,0.00247681,0.7804999999999999
8717,出殡,"<entry id=""07508""><hwg><hw>出殡</hw><pinyin>chū//bìn</pinyin></hwg><def><ps>动</ps>把灵柩运到安葬或安厝的地点。</def>",13.3181818181818,4.25817268696734,22.0,40.9090909090909,59.0909090909091,45.0,24.0,5.0,4.0,-1.6,1.29,25.0,2.72,1.02,25.0,-1.73,1.1,11.0,-1.5,1.45,14.0,3.0,0.77,11.0,2.5,1.16,14.0,11.0,0.33,1.0414,10.0,0.16,1.0,1.0,38.0,850.867368421052,266.515637426565,0.0873662016432645,0.789808180978927,7.31707317073171,2.0,19.0,11.0,0.33,10.0,5.0,1.0,294.0,1.0,129404.0,1.0,12.0,1.0,1.0,1.0,2.0,0.870988,30.0,出,殡,2.0,SG,UD,PicSyn,PicPho,chu1bin4,chu1,bin4,ʈʂʰu1pin4,ʈʂʰu1,pin4,ʈʂʰ,n,5.0,2.0,3.0,1.0,4.0,0.5337,2396.4988,1.8025,72.0,485291.0,365.0,0.3284,2765.0427,3.7607,11.0,129404.0,176.0,0.6016,2285.7225,1.2139,61.0,355887.0,189.0,0.5337,3696.7087,4.3514,273.0,5.0,2472.0163,2.6242,19.0,5.0,14.0,2970.0,3933.0,1264.0,3799.0,2216.3,2850.4,0.0,21.0,9.0,2.15,1.0,1.45,凵,歹,2793.8321,1254.7407,7.0,15.0,2.0,4.0,160068.7902,110544.4477,193085.0185,28323.5804,28323.5804,63876.8495,283815.5226,192765.315,283815.5226,28323.5804,63876.8495,9824.0159,1898.5545,26541.7939,273.0,4.0,0.0,0.0,0.0,0.0,3164.0549,2.0904,0.0,0.0,2.0,3.0,50.0,4.0,532.1201,1.7272,3.9042,0.3911999999999999,4.4964,0.7419999999999999,6.2054,7.4463,6.1908,9.5926,0.00030171,0.92307692,0.0089
8730,出版,"<entry id=""07505""><hwg><hw>出版</hw><pinyin>chūbǎn</pinyin></hwg><def><ps>动</ps>把书刊、图画、音像制品等编印或制作出来，向公众发行：<ex>～社｜～物｜那部书已经～了｜录音录像制品由音像出版单位～。</ex></def>",12.7619047619048,3.8328157000404,21.0,57.1428571428571,42.8571428571429,44.0,21.0,5.0,4.0,0.28,0.54,25.0,1.4,1.19,25.0,0.33,0.62,15.0,0.2,0.42,10.0,1.33,1.07,12.0,1.46,1.33,13.0,588.0,17.53,2.7694,305.0,4.89,2.4843,1.0,41.0,667.228536585366,306.998555538629,-0.588405861002405,0.755842142336468,0.0,2.0,13.0,588.0,17.53,305.0,5.0,1.0,294.0,1.0,129404.0,1.0,12.0,1.0,1.0,1.0,2.653846,1.16421,26.0,出,版,2.0,SG,LR,PicSyn,PicPho,chu1ban3,chu1,ban3,ʈʂʰu1pan3,ʈʂʰu1,pan3,ʈʂʰ,n,5.0,2.0,3.0,1.0,3.0,10.0741,2396.4988,821.6148,1359.0,485291.0,166377.0,17.5522,2765.0427,57.8632,588.0,129404.0,2708.0,7.6036,2285.7225,1051.1818,771.0,355887.0,163669.0,10.2817,3696.7087,1230.4448,273.0,51.0,2472.0163,154.9148,13.0,5.0,8.0,2970.0,4231.0,1264.0,3822.0,2216.3,2752.5,2.0,21.0,24.0,1.9,1.0,1.0,凵,片,2793.8321,2075.0123,7.0,5.0,2.0,4.0,167561.4322,110544.4477,205572.7551,28323.5804,28323.5804,63876.8495,321278.7324,192765.315,321278.7324,28323.5804,63876.8495,23971.3529,1898.5545,69519.2809,273.0,51.0,0.0,0.0,0.0,0.0,3154.5145,960.4448000000002,0.0,0.0,2.0,3.0,50.0,108.0,532.1201,259.9259,3.9042,2.0636,4.4964,3.6215,3.3017,4.2599,8.9563,13.1675,0.00569479,0.10140278,0.8196
8732,出狱,"<entry id=""07684""><hwg><hw>出狱</hw><pinyin>chū//yù</pinyin></hwg><def><ps>动</ps>从监狱里被释放出来。</def>",12.2105263157895,3.82359556450936,19.0,57.8947368421053,42.1052631578947,54.0,20.0,5.0,3.0,0.09,1.15,22.0,2.78,1.15,27.0,0.3,1.06,10.0,-0.08,1.24,12.0,3.0,0.82,13.0,2.57,1.4,14.0,327.0,9.75,2.5145,221.0,3.54,2.3444,1.0,41.0,776.659756097561,325.193383192892,-0.203789705144232,1.46510547901107,2.38095238095238,2.0,14.0,327.0,9.75,221.0,5.0,1.0,294.0,1.0,129404.0,1.0,12.0,1.0,1.0,1.0,1.954545,0.998917,22.0,出,狱,2.0,SG,LR,PicSyn,PicSyn,chu1yu4,chu1,yu4,ʈʂʰu1y4,ʈʂʰu1,y4,ʈʂʰ,y,3.0,2.0,1.0,1.0,4.0,2.8688,2396.4988,73.5556,387.0,485291.0,14895.0,9.7612,2765.0427,180.3419,327.0,129404.0,8440.0,0.5917,2285.7225,41.4579,60.0,355887.0,6455.0,3.3877,3696.7087,3197.2869,273.0,15.0,2472.0163,103.573,14.0,5.0,9.0,2970.0,3959.0,1264.0,4555.0,2216.3,2977.1,2.0,21.0,6.0,1.8,1.0,1.45,凵,犭,2793.8321,1997.2346,7.0,39.0,2.0,3.0,82718.7522,110544.4477,27067.361,27067.361,28323.5804,27067.361,192765.315,192765.315,27067.361,28323.5804,27067.361,3006.338,772.6612,5240.0148,273.0,15.0,0.0,0.0,0.0,0.0,3161.7198,104.9889,0.0,0.0,2.0,26.0,50.0,362.0,532.1201,3089.4292,3.9042,2.0025,4.4964,4.9848,1.9632,2.4208,2.4868,3.1874,0.0016217,0.02834127,0.1933
8735,出生,"<entry id=""07634""><hwg><hw>出生</hw><pinyin>chūshēng</pinyin></hwg><def><ps>动</ps>胎儿从母体中分离出来：<ex>～地｜爷爷1940年～于北京。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://出生率"">出生率</a><a href=""entry://出生入死"">出生入死</a></div></ci>",7.0,3.66666666666667,19.0,36.8421052631579,63.1578947368421,52.0,21.0,5.0,4.0,0.6,0.87,25.0,2.14,1.06,21.0,0.6,0.84,10.0,0.6,0.91,15.0,2.42,1.16,12.0,1.78,0.83,9.0,1753.0,52.26,3.2438,1213.0,19.43,3.0839,1.0,41.0,656.779756097561,126.063978449194,-0.656487782746757,0.373181122335068,2.38095238095238,2.0,10.0,1753.0,52.26,1213.0,5.0,1.0,294.0,1.0,129404.0,1.0,12.0,1.0,1.0,1.0,2.115385,0.863802,26.0,出,生,2.0,SG,SG,PicSyn,PicSyn,chu1sheng1,chu1,sheng1,ʈʂʰu1ʂəŋ1,ʈʂʰu1,ʂəŋ1,ʈʂʰ,ŋ,5.0,2.0,3.0,1.0,1.0,39.407,2396.4988,3215.2988,5316.0,485291.0,651098.0,52.3284,2765.0427,3477.0299,1753.0,129404.0,162725.0,35.1381,2285.7225,3136.6281,3563.0,355887.0,488373.0,39.407,3696.7087,5159.9185,273.0,378.0,2472.0163,4243.2691,10.0,5.0,5.0,2970.0,3031.0,1264.0,1725.0,2216.3,2230.8,6.0,21.0,21.0,1.65,1.0,1.0,凵,生,2793.8321,3225.0667,7.0,2.0,2.0,5.0,109946.1705,110544.4477,109547.319,28323.5804,28323.5804,89533.0986,192765.315,192765.315,149471.4085,28323.5804,89637.45,13806.414,4825.9896,31085.2483,273.0,381.0,0.0,1.0,0.0,1.0,3125.1816,4059.4811,0.0,443.3062,2.0,5.0,50.0,221.0,532.1201,1061.0304,3.9042,3.8856,4.4964,5.1353,0.4935999999999999,1.8145,2.1584,8.4259,0.02227633,0.01861644,0.9846
8745,出租,"<entry id=""07698""><hwg><hw>出租</hw><pinyin>chūzū</pinyin></hwg><def><ps>动</ps>收取一定的代价，让别人暂时使用：<ex>～图书｜～房屋。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://出租车"">出租车</a><a href=""entry://出租汽车"">出租汽车</a></div></ci>",11.9565217391304,5.14762311318681,23.0,56.5217391304348,43.4782608695652,48.0,22.0,5.0,1.0,0.04,0.69,24.0,1.96,1.15,23.0,-0.22,0.83,9.0,0.2,0.56,15.0,2.15,1.34,13.0,1.7,0.82,10.0,286.0,8.53,2.4564,192.0,3.08,2.2833,1.0,40.0,644.478,140.048548893516,-0.623958198076892,0.442191590575207,0.0,2.0,15.0,286.0,8.53,192.0,5.0,1.0,294.0,1.0,129404.0,1.0,12.0,1.0,1.0,1.0,2.272727,1.068665,33.0,出,租,2.0,SG,LR,PicSyn,PicPho,chu1zu1,chu1,zu1,ʈʂʰu1tsu1,ʈʂʰu1,tsu1,ʈʂʰ,u,4.0,2.0,2.0,1.0,1.0,8.295,2396.4988,71.3432,1119.0,485291.0,14447.0,8.5373,2765.0427,89.4658,286.0,129404.0,4187.0,8.215,2285.7225,65.896,833.0,355887.0,10260.0,8.295,3696.7087,86.8643,273.0,20.0,2472.0163,58.169,15.0,5.0,10.0,2970.0,4173.0,1264.0,2609.0,2216.3,2505.25,2.0,21.0,19.0,1.9,1.0,1.0,凵,禾,2793.8321,3095.6593,7.0,38.0,2.0,5.0,114898.1542,110544.4477,119251.8606,28323.5804,28323.5804,45738.4062,192765.315,192765.315,192765.315,28323.5804,45738.4062,2583.1505,923.9362000000002,5240.0148,273.0,20.0,0.0,0.0,0.0,0.0,3156.2936,78.5693,0.0,0.0,2.0,0.0,50.0,0.0,532.1201,0.0,3.9042,1.4537,4.4964,1.4997,5.5167,6.7011,19.0618,29.0954,0.00468909,0.5506889799999999,0.1889
8754,出线,"<entry id=""07671""><hwg><hw>出线</hw><pinyin>chū//xiàn</pinyin></hwg><def><ps>动</ps>在分阶段进行的比赛里，参赛的人员或团体取得参加下一阶段比赛的资格，叫作出线：<ex>～权。</ex></def>",12.7,4.43787526211646,20.0,55.0,45.0,52.0,23.0,5.0,1.0,0.44,1.47,25.0,2.42,1.24,26.0,0.55,1.13,11.0,0.36,1.74,14.0,2.56,1.15,16.0,2.2,1.4,10.0,13.0,0.39,1.1139,11.0,0.18,1.0414,1.0,35.0,875.803714285714,371.916264406272,0.051518571139537,0.976087337426949,12.5,2.0,13.0,13.0,0.39,11.0,5.0,1.0,294.0,1.0,129404.0,1.0,12.0,1.0,1.0,1.0,3.04,1.059874,25.0,出,线,2.0,SG,LR,PicSyn,PicPho,chu1xian4,chu1,xian4,ʈʂʰu1ɕjɛn4,ʈʂʰu1,ɕjɛn4,ʈʂʰ,n,6.0,2.0,4.0,1.0,4.0,0.3706,2396.4988,320.3901,50.0,485291.0,64879.0,0.3881,2765.0427,324.1453,13.0,129404.0,15170.0,0.3649,2285.7225,319.2614,37.0,355887.0,49709.0,186.3603,3696.7087,4189.0808,273.0,180.0,2472.0163,277.3388,13.0,5.0,8.0,2970.0,3858.0,1264.0,4910.0,2216.3,2562.55,4.0,21.0,10.0,1.75,1.0,1.5,凵,纟,2793.8321,11417.6494,7.0,100.0,2.0,3.0,123735.9785,110544.4477,130331.7439,28323.5804,28323.5804,45168.6212,231562.6835,192765.315,231562.6835,28323.5804,69176.805,26125.2113,4759.0808,45168.6212,273.0,180.0,0.0,0.0,0.0,0.0,3164.2179,386.3677,0.0,0.0,2.0,11.0,50.0,204.0,532.1201,3802.3425,3.9042,4.8935,4.4964,3.9701,-2.1888,-1.4421,-1.0148,-0.6341999999999999,0.00020952,0.00194787,0.5233999999999999
8761,出航,"<entry id=""07549""><hwg><hw>出航</hw><pinyin>chū//háng</pinyin></hwg><def><ps>动</ps>（船或飞机）离开港口或机场航行。</def>",11.44,3.48903042883454,25.0,60.0,40.0,50.0,19.0,5.0,4.0,0.5,0.91,26.0,1.72,1.1,25.0,0.38,0.96,13.0,0.62,0.87,13.0,1.86,1.1,14.0,1.55,1.13,11.0,27.0,0.8,1.4314,24.0,0.38,1.3802,1.0,36.0,811.32,319.254659480485,0.0508116770537038,1.26089510626339,12.1951219512195,2.0,15.0,27.0,0.8,24.0,5.0,1.0,294.0,1.0,129404.0,1.0,12.0,1.0,1.0,1.0,2.576923,1.205755,26.0,出,航,2.0,SG,LR,PicSyn,PicPho,chu1hang2,chu1,hang2,ʈʂʰu1xaŋ2,ʈʂʰu1,xaŋ2,ʈʂʰ,ŋ,5.0,2.0,3.0,1.0,2.0,1.2083,2396.4988,137.9012,163.0,485291.0,27925.0,0.806,2765.0427,85.2778,27.0,129404.0,3991.0,1.3412,2285.7225,153.7187,136.0,355887.0,23934.0,1.2083,3696.7087,425.1297,273.0,69.0,2472.0163,184.0623,15.0,5.0,10.0,2970.0,4042.0,1264.0,3519.0,2216.3,2774.75,1.0,21.0,18.0,1.95,1.0,1.0,凵,舟,2793.8321,520.5333,7.0,12.0,2.0,6.0,152052.7072,110544.4477,179724.8802,28323.5804,28323.5804,68424.4996,321278.7324,192765.315,321278.7324,28323.5804,68424.4996,22390.9933,2941.7643,60500.3632,273.0,69.0,0.0,0.0,0.0,0.0,3163.3803,186.212,0.0,0.0,2.0,3.0,50.0,40.0,532.1201,237.7094,3.9042,1.6169,4.4964,5.7181,-0.0083,1.0558,-0.0063,0.8225,0.00068304,0.01100311,0.3049
8762,出色,"<entry id=""07629""><hwg><hw>出色</hw><pinyin>chūsè</pinyin></hwg><def><ps>形</ps>特别好；超出一般：<ex>表现～｜成绩～｜他们～地完成了任务。</ex></def>",9.45,3.94001068660052,20.0,45.0,55.0,47.0,19.0,5.0,4.0,2.16,0.75,25.0,3.04,1.0,26.0,2.13,0.64,15.0,2.2,0.92,10.0,3.0,0.91,13.0,3.08,1.12,13.0,2799.0,83.44,3.447,1277.0,20.45,3.1062,1.0,40.0,685.76825,295.994823394508,-0.520076846180238,0.677254779759825,0.0,2.0,11.0,2799.0,83.44,1277.0,5.0,1.0,294.0,1.0,129404.0,1.0,12.0,1.0,1.0,1.0,2.935484,1.12355,31.0,出,色,2.0,SG,UD,PicSyn,PicSyn,chu1se4,chu1,se4,ʈʂʰu1sɤ4,ʈʂʰu1,sɤ4,ʈʂʰ,ɤ,4.0,2.0,2.0,1.0,4.0,41.6901,2396.4988,801.7284,5624.0,485291.0,162350.0,83.5522,2765.0427,462.0513,2799.0,129404.0,21624.0,27.86,2285.7225,903.8279,2825.0,355887.0,140726.0,41.6901,3696.7087,1103.0393,273.0,183.0,2472.0163,1042.6909,11.0,5.0,6.0,2970.0,3162.0,1264.0,2199.0,2216.3,2286.0,1.0,21.0,15.0,1.95,1.0,1.2,凵,色,2793.8321,863.4765,7.0,2.0,2.0,6.0,94688.4451,110544.4477,78832.4426,15852.8169,28323.5804,15852.8169,192765.315,192765.315,141812.0682,28323.5804,15852.8169,2583.9387,1101.4085,5240.0148,273.0,181.0,0.0,1.0,0.0,3.0,3122.8984,1030.5337,0.0,3.8992,2.0,5.0,50.0,22.0,532.1201,30.8154,3.9042,4.4259,4.4964,5.8773,2.5465,3.0717,12.9354,16.4953,0.02356698,0.04450036,0.8124
