order,headword,definition,WordAoA_AoA Mean,WordAoA_AoA SD,WordAoA_No. of Raters,WordAoA_Male %,WordAoA_Female %,WordAoA_Age Max,WordAoA_Age Min,WordAoA_Education Max,WordAoA_Education Min,ValenceArousal_Valence_Mean,ValenceArousal_Valence_SD,ValenceArousal_Valence_N,ValenceArousal_Arousal_Mean,ValenceArousal_Arousal_SD,ValenceArousal_Arousal_N,ValenceArousal_Men_Valence_Mean,ValenceArousal_Men_Valence_SD,ValenceArousal_Men_Valence_N,ValenceArousal_Women_Valence_Mean,ValenceArousal_Women_Valence_SD,ValenceArousal_Women_Valence_N,ValenceArousal_Men_Arousal_Mean,ValenceArousal_Men_Arousal_SD,ValenceArousal_Men_Arousal_N,ValenceArousal_Women_Arousal_Mean,ValenceArousal_Women_Arousal_SD,ValenceArousal_Women_Arousal_N,SUBTLEXWord_WCount,SUBTLEXWord_W/million,SUBTLEXWord_logW,SUBTLEXWord_W-CD,SUBTLEXWord_W-CD%,SUBTLEXWord_logW-CD,MELD_lexicality,MELD_N,MELD_RT,MELD_RTSD,MELD_zRT,MELD_zRTSD,MELD_ERR,MELD_length,MELD_tstroke,MELD_wfreq,MELD_wfreq/mil,MELD_cd,MELD_C1stroke,MELD_C2stroke,MELD_C1nwf,MELD_C2nwf,MELD_C1cf,MELD_C2cf,MELD_C1nom,MELD_C2nom,MELD_C1nop,MELD_C2nop,Concreteness_Mean of Valid Ratings,Concreteness_SD of Valid Ratings,Concreteness_No.of Valid Ratings,CLD_C1,CLD_C2,CLD_Length,CLD_C1Structure,CLD_C2Structure,CLD_C1Type,CLD_C2Type,CLD_Pinyin,CLD_C1Pinyin,CLD_C2Pinyin,CLD_IPA,CLD_C1IPA,CLD_C2IPA,CLD_InitialPhoneme,CLD_FinalPhoneme,CLD_Phonemes,CLD_C1Phonemes,CLD_C2Phonemes,CLD_C1Tone,CLD_C2Tone,CLD_Frequency,CLD_C1Frequency,CLD_C2Frequency,CLD_FrequencyRaw,CLD_C1FrequencyRaw,CLD_C2FrequencyRaw,CLD_FrequencySUBTL,CLD_C1FrequencySUBTL,CLD_C2FrequencySUBTL,CLD_FrequencyRawSUBTL,CLD_C1FrequencyRawSUBTL,CLD_C2FrequencyRawSUBTL,CLD_FrequencyWeibo,CLD_C1FrequencyWeibo,CLD_C2FrequencyWeibo,CLD_FrequencyRawWeibo,CLD_C1FrequencyRawWeibo,CLD_C2FrequencyRawWeibo,CLD_PhonologicalFrequency,CLD_C1PhonologicalFrequency,CLD_C2PhonologicalFrequency,CLD_C1FamilySize,CLD_C2FamilySize,CLD_C1FamilyFrequency,CLD_C2FamilyFrequency,CLD_Strokes,CLD_C1Strokes,CLD_C2Strokes,CLD_C1Pixels,CLD_C2Pixels,CLD_C1PictureSize,CLD_C2PictureSize,CLD_C1OLDPixels,CLD_C2OLDPixels,CLD_PhonologicalN,CLD_C1PhonologicalN,CLD_C2PhonologicalN,CLD_PLD,CLD_C1PLD,CLD_C2PLD,CLD_C1SR,CLD_C2SR,CLD_C1SRFrequency,CLD_C2SRFrequency,CLD_C1SRFamilySize,CLD_C2SRFamilySize,CLD_C1SRStrokes,CLD_C2SRStrokes,CLD_MeanPhonemeFrequency,CLD_C1MeanPhonemeFrequency,CLD_C2MeanPhonemeFrequency,CLD_MinPhonemeFrequency,CLD_C1MinPhonemeFrequency,CLD_C2MinPhonemeFrequency,CLD_MaxPhonemeFrequency,CLD_C1MaxPhonemeFrequency,CLD_C2MaxPhonemeFrequency,CLD_C1InitialPhonemeFrequency,CLD_C2InitialPhonemeFrequency,CLD_MeanDiphoneFrequency,CLD_MinDiphoneFrequency,CLD_MaxDiphoneFrequency,CLD_C1Friends,CLD_C2Friends,CLD_C1HomographTypes,CLD_C2HomographTypes,CLD_C1HomographTokens,CLD_C2HomographTokens,CLD_C1FriendsFrequency,CLD_C2FriendsFrequency,CLD_C1HomographsFrequency,CLD_C2HomographsFrequency,CLD_C1HomophoneTypes,CLD_C2HomophoneTypes,CLD_C1HomophoneTokens,CLD_C2HomophoneTokens,CLD_C1HomophonesFrequency,CLD_C2HomophonesFrequency,CLD_C1Entropy,CLD_C1BackwardEntropy,CLD_C1RE,CLD_C2RE,CLD_PMI,CLD_PSPMI,CLD_TScore,CLD_PSTScore,CLD_C1ConditionalProbability,CLD_C1BackwardConditionalProbability,CLD_EntropyCharacterFrequencies
19832,安慰,"<entry id=""00273""><hwg><hw>安慰</hw><pinyin>ānwèi</pinyin></hwg><def><num>❶</num> <ps>动</ps>使心情安适：<ex>～病人｜你要多～～他，叫他别太难过。</ex></def><def><num>❷</num> <ps>形</ps>因精神上得到满足而心情安适：<ex>有女儿在身边，她感到很～。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://安慰剂"">安慰剂</a><a href=""entry://安慰赛"">安慰赛</a></div></ci>",10.4545454545455,3.52848642483097,22.0,18.1818181818182,81.8181818181818,54.0,14.0,5.0,2.0,1.15,0.77,27.0,2.23,0.99,26.0,0.91,0.83,11.0,1.31,0.7,16.0,2.13,1.02,16.0,2.4,0.97,10.0,781.0,23.28,2.8927,616.0,9.87,2.7896,1.0,40.0,723.4035,331.558915177363,-0.435846041946819,0.911742916278208,0.0,2.0,21.0,781.0,23.28,616.0,6.0,1.0,143.0,1.0,41719.0,1.0,8.0,1.0,1.0,1.0,2.791667,1.020621,24.0,安,慰,2.0,UD,UD,PicSyn,PicPho,an1wei4,an1,wei4,an1wei4,an1,wei4,a,i,5.0,2.0,3.0,1.0,4.0,50.0964,1186.3111,56.6963,6758.0,240228.0,11481.0,23.3134,891.4316,28.7179,781.0,41719.0,1344.0,58.9448,1274.9454,65.106,5977.0,198509.0,10137.0,50.0964,1534.5812,6782.3647,159.0,13.0,1460.7635,78.2209,21.0,6.0,15.0,3385.0,3948.0,3016.0,3700.0,2482.4,3074.25,2.0,8.0,11.0,1.7,1.0,1.0,宀,心,14193.9605,19695.9012,51.0,59.0,3.0,4.0,218082.9311,276420.7079,179191.0798,91490.8006,231562.6835,91490.8006,321278.7324,321278.7324,283815.5226,321278.7324,162266.9162,42911.9552,3258.0726,69519.2809,162.0,13.0,0.0,0.0,0.0,0.0,1476.768,29.3106,0.0,0.0,6.0,13.0,22.0,343.0,7.7168,6702.9577,3.694,1.1473,6.0729,4.3266,7.3261,8.8662,89.1007,152.5697,0.09184561,0.7615505999999999,0.2675
19875,安静,"<entry id=""00222""><hwg><hw>安静</hw><pinyin>ānjìng</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> 没有声音；没有吵闹和喧哗：<ex>病房里很～。</ex></def><def><num>❷</num> 安稳平静：<ex>孩子睡得很～｜过了几年～生活。</ex></def><def><num>❸</num> 沉静稳重：<ex>下围棋要有一份～的心境。</ex></def>",8.11111111111111,5.37848534209803,18.0,44.4444444444444,55.5555555555556,52.0,21.0,5.0,4.0,1.09,0.93,34.0,1.48,1.38,23.0,1.15,0.99,13.0,1.05,0.92,21.0,1.67,1.54,15.0,1.13,0.99,8.0,2951.0,87.97,3.47,1753.0,28.08,3.2438,1.0,39.0,610.178205128205,234.946558188428,-0.803054462184458,0.513476531528612,2.5,2.0,20.0,2951.0,87.97,1753.0,6.0,1.0,143.0,1.0,41719.0,1.0,8.0,1.0,1.0,1.0,2.92,1.22202,25.0,安,静,2.0,UD,LR,PicSyn,PicPho,an1jing4,an1,jing4,an1tɕiŋ4,an1,tɕiŋ4,a,ŋ,5.0,2.0,3.0,1.0,4.0,92.3573,1186.3111,261.921,12459.0,240228.0,53039.0,88.0896,891.4316,244.594,2951.0,41719.0,11447.0,93.7673,1274.9454,267.1291,9508.0,198509.0,41592.0,92.3573,1534.5812,1369.3328,159.0,46.0,1460.7635,301.1638,20.0,6.0,14.0,3385.0,4502.0,3016.0,3110.0,2482.4,3166.05,1.0,8.0,11.0,1.85,1.0,1.35,宀,青,14193.9605,610.6025,51.0,5.0,3.0,8.0,211555.1164,276420.7079,168311.3887,71647.235,231562.6835,71647.235,321278.7324,321278.7324,283815.5226,321278.7324,71647.235,33725.8655,5135.1594,69519.2809,162.0,47.0,0.0,1.0,0.0,2.0,1434.507,275.1223,0.0,8.9993,6.0,11.0,22.0,214.0,7.7168,1001.8532,3.694,2.8505,6.0729,5.9946,6.2922,7.7283,83.9899,139.2844,0.1693259,0.3460544999999999,0.6819
19876,安顿,"<entry id=""00211""><hwg><hw>安顿</hw><pinyin>āndùn</pinyin></hwg><def><num>❶</num> <ps>动</ps>安排，使人或事物有着落：<ex>～老小｜妈妈～好家里的事情又赶去上班。</ex></def><def><num>❷</num> <ps>形</ps>安稳：<ex>睡不～｜只有把事情做完心里才～。</ex></def>",11.8,3.70774438453524,20.0,25.0,75.0,52.0,16.0,5.0,3.0,0.52,0.85,23.0,1.29,0.86,24.0,0.89,1.17,9.0,0.29,0.47,14.0,1.15,0.9,13.0,1.45,0.82,11.0,172.0,5.13,2.2355,155.0,2.48,2.1903,1.0,39.0,682.54,163.83506740172,-0.448673502207355,0.549690104368346,4.8780487804878,2.0,16.0,172.0,5.13,155.0,6.0,1.0,143.0,1.0,41719.0,1.0,8.0,1.0,1.0,1.0,2.633333,0.964305,30.0,安,顿,2.0,UD,LR,PicSyn,PicPho,an1dun4,an1,dun4,an1twən4,an1,twən4,a,n,6.0,2.0,4.0,1.0,4.0,2.3202,1186.3111,126.0642,313.0,240228.0,25528.0,5.1343,891.4316,194.5726,172.0,41719.0,9106.0,1.3905,1274.9454,105.4721,141.0,198509.0,16422.0,2.3202,1534.5812,183.3432,159.0,15.0,1460.7635,36.9681,16.0,6.0,10.0,3385.0,4059.0,3016.0,3072.0,2482.4,2566.95,0.0,8.0,11.0,2.8,1.0,1.4,宀,页,14193.9605,3263.0321,51.0,33.0,3.0,6.0,193182.4722,276420.7079,151563.3543,89533.0986,231562.6835,89533.0986,321278.7324,321278.7324,231562.6835,321278.7324,122890.7191,30564.8377,5767.8651,69519.2809,162.0,16.0,0.0,0.0,0.0,0.0,1524.5441,116.0786,0.0,0.0,6.0,5.0,22.0,16.0,7.7168,64.9444,3.694,2.7242,6.0729,1.3548,3.9786,7.1052,5.6643,17.7437,0.00425387,0.2246949,0.4563999999999999
19884,完全,"<entry id=""52956""><hwg><hw>完全</hw><pinyin>wánquán</pinyin></hwg><def><num>❶</num> <ps>形</ps>齐全；不缺少什么：<ex>话还没说～｜四肢～。</ex></def><def><num>❷</num> <ps>副</ps>全部；全然：<ex>～同意｜他的病～好了。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://完全小学"">完全小学</a></div></ci>",10.0909090909091,3.81611983076666,22.0,40.9090909090909,59.0909090909091,45.0,24.0,5.0,4.0,0.58,0.95,26.0,1.57,0.99,23.0,0.31,1.11,13.0,0.85,0.69,13.0,1.43,0.79,7.0,1.63,1.09,16.0,12068.0,359.74,4.0816,4491.0,71.94,3.6523,1.0,41.0,607.885853658537,160.417223918998,-0.775165232178027,0.465550735747927,0.0,2.0,13.0,12068.0,359.74,4491.0,7.0,1.0,26.0,1.0,37488.0,1.0,5.0,1.0,1.0,1.0,3.896552,1.144703,29.0,完,全,2.0,UD,UD,PicPho,PicSyn,wan2quan2,wan2,quan2,wan2tɕʰɥɛn2,wan2,tɕʰɥɛn2,w,n,7.0,3.0,4.0,2.0,2.0,200.2001,1007.679,943.6049,27007.0,204055.0,191080.0,360.2388,801.0256,1015.9188,12068.0,37488.0,47545.0,147.3274,1069.7945,921.869,14939.0,166567.0,143535.0,200.2001,2569.533,1655.1371,25.0,115.0,774.0104,818.5026,13.0,7.0,6.0,3331.0,2894.0,2269.0,2408.0,2383.65,2108.55,1.0,17.0,5.0,1.95,1.0,1.7,宀,入,14193.9605,1606.2568,51.0,2.0,3.0,2.0,149423.5127,238369.444,82714.0641,17904.5738,162266.9162,17904.5738,321278.7324,321278.7324,231562.6835,162266.9162,36220.3781,27690.8648,3128.3024,69519.2809,25.0,116.0,0.0,0.0,0.0,0.0,949.3032,1169.6812,0.0,0.0,5.0,8.0,65.0,188.0,1420.0297,285.2557,2.3607,1.4682,7.0286,6.5964,6.8927,7.8612,152.9402,214.8281,0.2624765499999999,0.5306310899999999,0.9992
19937,宗族,"<entry id=""69168""><hwg><hw>宗族</hw><pinyin>zōngzú</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 同一父系的家族：<ex>～制度。</ex></def><def><num>❷</num> 同一父系家族的成员（不包括出嫁的女性）。</def>",13.5454545454545,4.16021144983753,22.0,50.0,50.0,39.0,20.0,5.0,2.0,0.0,0.49,26.0,1.72,1.13,18.0,0.0,0.38,15.0,0.0,0.63,11.0,2.0,1.41,10.0,1.38,0.52,8.0,5.0,0.15,0.699,5.0,0.08,0.699,1.0,41.0,665.32756097561,171.452126609449,-0.527514955047965,0.618364053343134,2.38095238095238,2.0,19.0,5.0,0.15,5.0,8.0,1.0,19.0,1.0,1751.0,1.0,8.0,1.0,1.0,1.0,2.615385,1.202561,26.0,宗,族,2.0,UD,LR,PicSyn,PicSyn,zong1zu2,zong1,zu2,tsʊŋ1tsu2,tsʊŋ1,tsu2,ts,u,5.0,3.0,2.0,1.0,2.0,0.1631,52.2716,114.237,22.0,10585.0,23133.0,0.1493,37.4145,105.9615,5.0,1751.0,4959.0,0.1677,56.7373,116.7245,17.0,8834.0,18174.0,0.1631,213.9066,430.9044,18.0,34.0,56.1379,95.3669,19.0,8.0,11.0,3173.0,4052.0,2423.0,4123.0,2235.5,2818.1,1.0,15.0,19.0,2.0,1.25,1.0,宀,方,14193.9605,1588.5778,51.0,10.0,3.0,4.0,92907.7391,75344.9914,119251.8606,30825.1594,30825.1594,45738.4062,192765.315,149471.4085,192765.315,45738.4062,45738.4062,8884.3792,923.9362000000002,30825.1594,18.0,34.0,0.0,0.0,0.0,0.0,61.8013,107.9318,0.0,0.0,4.0,2.0,34.0,79.0,151.9422,322.8095,1.5457,2.0815,2.7722,4.5096,3.545,4.8007,1.2615,2.0555,0.00672166,0.00202317,0.8977
19941,宗派,"<entry id=""69157""><hwg><hw>宗派</hw><pinyin>zōngpài</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 政治、学术、宗教方面的自成一派而和别派对立的集团（今多用于贬义）：<ex>～活动。</ex></def><def><num>❷</num> 〈书〉宗族的分支。</def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://宗派主义"">宗派主义</a></div></ci>",13.7407407407407,5.14103096958182,27.0,51.8518518518518,48.1481481481482,40.0,20.0,5.0,3.0,0.32,0.78,22.0,1.73,1.04,26.0,0.67,1.03,6.0,0.19,0.66,16.0,2.0,0.93,8.0,1.61,1.09,18.0,7.0,0.21,0.8451,7.0,0.11,0.8451,1.0,37.0,751.087837837838,304.339669769149,-0.211680829947127,0.977703383691933,9.75609756097561,2.0,17.0,7.0,0.21,7.0,8.0,1.0,19.0,1.0,1751.0,1.0,8.0,1.0,1.0,1.0,2.692308,1.192283,26.0,宗,派,2.0,UD,LR,PicSyn,PicPho,zong1pai4,zong1,pai4,tsʊŋ1pʰai4,tsʊŋ1,pʰai4,ts,i,6.0,3.0,3.0,1.0,4.0,0.126,52.2716,135.1951,17.0,10585.0,27377.0,0.209,37.4145,271.453,7.0,1751.0,12704.0,0.0986,56.7373,94.2389,10.0,8834.0,14673.0,0.126,213.9066,149.6887,18.0,66.0,56.1379,82.4314,17.0,8.0,9.0,3173.0,3545.0,2423.0,4499.0,2235.5,2630.65,1.0,15.0,23.0,2.35,1.25,1.0,宀,氵,14193.9605,19088.7556,51.0,238.0,3.0,3.0,140796.3566,75344.9914,206247.7218,13648.9103,30825.1594,13648.9103,321278.7324,149471.4085,321278.7324,45738.4062,13648.9103,20138.8762,602.6538,64581.7717,18.0,66.0,0.0,0.0,0.0,0.0,61.8384,145.1149,0.0,0.0,4.0,1.0,34.0,3.0,151.9422,4.4477,1.5457,3.8374,2.7722,1.3642,3.545,6.5244,1.1089,3.369,0.00519401,0.00668239,0.8538999999999999
19954,官僚,"<entry id=""18896""><hwg><hw>官僚</hw><pinyin>guānliáo</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 官吏。</def><def><num>❷</num> 指官僚主义：<ex>耍～。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://官僚主义"">官僚主义</a><a href=""entry://官僚资本"">官僚资本</a><a href=""entry://官僚资本主义"">官僚资本主义</a><a href=""entry://官僚资产阶级"">官僚资产阶级</a></div></ci>",14.7,5.25256829410247,20.0,60.0,40.0,51.0,20.0,5.0,4.0,-1.44,1.37,27.0,2.45,1.14,22.0,-1.71,1.59,14.0,-1.15,1.07,13.0,2.22,1.09,9.0,2.62,1.19,13.0,78.0,2.33,1.8921,66.0,1.06,1.8195,1.0,40.0,731.6065,183.247775367613,-0.299272619694586,0.458875521874889,0.0,2.0,22.0,78.0,2.33,66.0,8.0,1.0,91.0,1.0,21405.0,1.0,4.0,1.0,1.0,1.0,2.566667,1.222866,30.0,官,僚,2.0,UD,LR,PicSyn,PicPho,guan1liao2,guan1,liao2,kwan1ljau2,kwan1,ljau2,k,u,8.0,4.0,4.0,1.0,2.0,1.7717,220.0494,2.884,239.0,44560.0,584.0,2.3284,457.3718,6.1752,78.0,21405.0,289.0,1.5878,148.7155,1.8947,161.0,23155.0,295.0,1.7717,2064.8703,615.404,81.0,4.0,268.1319,3.8769,22.0,8.0,14.0,3176.0,4314.0,1540.0,4042.0,2132.65,2475.2,0.0,14.0,11.0,2.8,1.15,1.35,宀,亻,14193.9605,51543.5654,51.0,164.0,3.0,2.0,191272.7242,192331.4159,190214.0326,54217.3314,54217.3314,71393.2172,321278.7324,321278.7324,321278.7324,54217.3314,71393.2172,41063.1124,3567.5167,81215.1816,81.0,3.0,0.0,0.0,0.0,0.0,285.6412,2.1053,0.0,0.0,6.0,9.0,197.0,47.0,1777.4574,611.5271,1.7942,1.4477,4.5026,0.9638,9.5555,10.9178,36.4635,58.5145,0.01896524,0.5407239799999999,0.0997
19995,官长,"<entry id=""18923""><hwg><hw>官长</hw><pinyin>guānzhǎng</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 指官吏。</def><def><num>❷</num> 旧时指军官。</def>",14.4736842105263,5.93827903476562,19.0,47.3684210526316,52.6315789473684,50.0,22.0,5.0,4.0,0.68,0.99,22.0,2.22,1.17,18.0,0.5,1.0,12.0,0.9,0.99,10.0,2.63,1.3,8.0,1.9,0.99,10.0,8.0,0.24,0.9031,1.0,0.02,0.0,1.0,16.0,781.835,321.402809155946,-0.128333954681141,1.01290258345267,57.5,2.0,12.0,8.0,0.24,1.0,8.0,1.0,91.0,1.0,21405.0,1.0,4.0,1.0,1.0,1.0,2.233333,1.072648,30.0,官,长,2.0,UD,SG,PicSyn,Picto,guan1zhang3,guan1,zhang3,kwan1ʈʂaŋ3,kwan1,ʈʂaŋ3,k,ŋ,7.0,4.0,3.0,1.0,3.0,0.089,220.0494,1007.6741,12.0,44560.0,204054.0,0.2388,457.3718,910.1709,8.0,21405.0,42596.0,0.0394,148.7155,1036.9814,4.0,23155.0,161458.0,0.089,2064.8703,1251.4974,81.0,263.0,268.1319,949.8369,12.0,8.0,4.0,3176.0,2955.0,1540.0,2780.0,2132.65,2787.15,4.0,14.0,21.0,1.8,1.15,1.0,宀,长,14193.9605,1007.6741,51.0,1.0,3.0,4.0,186038.0006,192331.4159,177646.7803,54217.3314,54217.3314,62190.2001,321278.7324,321278.7324,321278.7324,54217.3314,62190.2001,32614.5861,3832.0682,69519.2809,81.0,154.0,0.0,1.0,0.0,111.0,287.3239,1033.8399,0.0,277.9466,6.0,2.0,197.0,49.0,1777.4574,217.5686,1.7942,4.5483,4.5026,4.6852,-2.8683,-0.6178,-0.6956,-0.1287,0.00095223,0.00018214,0.6784
19999,定义,"<entry id=""12246""><hwg><hw>定义</hw><pinyin>dìngyì</pinyin></hwg><def><num>❶</num> <ps>名</ps>对于一种事物的本质特征或一个概念的内涵和外延的确切而简要的说明。</def><def><num>❷</num> <ps>动</ps>下定义。</def>",9.89473684210526,3.34821240601451,19.0,52.6315789473684,47.3684210526316,47.0,26.0,4.0,3.0,0.36,0.85,22.0,1.46,0.88,24.0,0.17,0.41,6.0,0.44,0.96,16.0,2.0,0.58,7.0,1.24,0.9,17.0,393.0,11.72,2.5944,315.0,5.05,2.4983,1.0,40.0,699.08775,276.268390941253,-0.513782100315435,0.972217152906454,0.0,2.0,11.0,393.0,11.72,315.0,8.0,1.0,156.0,1.0,81657.0,1.0,7.0,1.0,1.0,1.0,3.428571,1.399168,28.0,定,义,2.0,UD,SG,PicSyn,Other,ding4yi4,ding4,yi4,tiŋ4i4,tiŋ4,i4,t,i,4.0,3.0,1.0,4.0,4.0,10.0148,1269.8667,177.5506,1351.0,257148.0,35954.0,11.7313,1744.8077,202.735,393.0,81657.0,9488.0,9.4477,1127.1098,169.9807,958.0,175491.0,26466.0,10.0148,1771.2009,4225.0408,138.0,131.0,1556.0341,219.0808,11.0,8.0,3.0,3251.0,2697.0,2531.0,3111.0,2438.65,2258.2,2.0,12.0,7.0,1.85,1.3,1.0,宀,丶,14193.9605,4917.6099,51.0,6.0,3.0,1.0,209998.2932,185392.55,283815.5226,122890.7191,122890.7191,283815.5226,283815.5226,283815.5226,283815.5226,122890.7191,283815.5226,14410.7833,1086.8718,33763.6842,138.0,131.0,0.0,0.0,0.0,0.0,1652.0385,213.1134,0.0,0.0,6.0,42.0,32.0,607.0,109.1475,4001.9125,4.2019,2.708,3.3833,4.8833,3.617,7.9444,10.1814,49.4666,0.1118840599999999,0.06597002,0.537
20024,定局,"<entry id=""12211""><hwg><hw>定局</hw><pinyin>dìngjú</pinyin></hwg><def><num>❶</num> <ps>动</ps>做最后决定：<ex>事情还没～，明天还可以再研究。</ex></def><def><num>❷</num> <ps>名</ps>确定不移的形势：<ex>今年丰收已成～。</ex></def>",12.4210526315789,4.37563696282145,19.0,47.3684210526316,52.6315789473684,51.0,19.0,5.0,3.0,0.5,0.88,24.0,2.19,1.3,26.0,0.33,0.71,9.0,0.6,0.99,15.0,2.31,1.3,16.0,2.0,1.33,10.0,37.0,1.1,1.5682,34.0,0.54,1.5315,1.0,40.0,760.883,264.199024263033,-0.217337019652583,0.871477752841834,2.4390243902439,2.0,15.0,37.0,1.1,34.0,8.0,1.0,156.0,1.0,81657.0,1.0,7.0,1.0,1.0,1.0,3.16129,1.213721,31.0,定,局,2.0,UD,HCI,PicSyn,PicSyn,ding4ju2,ding4,ju2,tiŋ4tɕy2,tiŋ4,tɕy2,t,y,5.0,3.0,2.0,4.0,2.0,1.0378,1269.8667,196.2815,140.0,257148.0,39747.0,1.1045,1744.8077,274.2735,37.0,81657.0,12836.0,1.0158,1127.1098,172.8388,103.0,175491.0,26911.0,1.0378,1771.2009,302.7428,138.0,90.0,1556.0341,219.3921,15.0,8.0,7.0,3251.0,3781.0,2531.0,1985.0,2438.65,2527.25,2.0,12.0,7.0,2.0,1.3,1.6,宀,尸,14193.9605,2394.4642,51.0,27.0,3.0,3.0,130978.4492,185392.55,49357.298,27067.361,122890.7191,27067.361,283815.5226,283815.5226,71647.235,122890.7191,71647.235,12729.5571,3659.533,33763.6842,138.0,90.0,0.0,0.0,0.0,0.0,1661.0156,257.4722,0.0,0.0,6.0,5.0,32.0,33.0,109.1475,44.2328,4.2019,3.1066,3.3833,4.2957,0.4118,4.8606,0.2918,5.302,0.0115942,0.0077808,0.568
20042,定时,"<entry id=""12229""><hwg><hw>定时</hw><pinyin>dìngshí</pinyin></hwg><def><num>❶</num> <ps>动</ps>按规定的时间；准时：<ex>～吃药｜起居～。</ex></def><def><num>❷</num> <ps>名</ps>一定的时间：<ex>吃饭要有～。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://定时炸弹"">定时炸弹</a></div></ci>",9.42105263157895,2.87355353900366,19.0,42.1052631578947,57.8947368421053,50.0,20.0,5.0,4.0,0.35,0.71,23.0,1.73,0.96,26.0,0.38,0.65,13.0,0.3,0.82,10.0,1.83,0.94,12.0,1.64,1.01,14.0,54.0,1.61,1.7324,48.0,0.77,1.6812,1.0,41.0,688.531951219512,207.185073704882,-0.489122080411826,0.557889605778025,0.0,2.0,15.0,54.0,1.61,48.0,8.0,1.0,156.0,1.0,81657.0,1.0,7.0,1.0,1.0,1.0,2.24,1.011599,25.0,定,时,2.0,UD,LR,PicSyn,Other,ding4shi2,ding4,shi2,tiŋ4ʂɹ2,tiŋ4,ʂɹ2,t,ɹ,5.0,3.0,2.0,4.0,2.0,5.1668,1269.8667,3481.5852,697.0,257148.0,705021.0,1.6119,1744.8077,3474.594,54.0,81657.0,162611.0,6.3412,1127.1098,3483.6866,643.0,175491.0,542410.0,5.1668,1771.2009,8062.8984,138.0,178.0,1556.0341,4250.6449,15.0,8.0,7.0,3251.0,3248.0,2531.0,1944.0,2438.65,2455.55,2.0,12.0,10.0,1.85,1.3,1.5,宀,日,14193.9605,29708.8296,51.0,72.0,3.0,4.0,145421.3432,185392.55,85464.533,81291.616,122890.7191,81291.616,283815.5226,283815.5226,89637.45,122890.7191,89637.45,22838.308,3803.6694,45404.0845,138.0,182.0,0.0,0.0,0.0,0.0,1656.8866,5081.0675,0.0,0.0,6.0,9.0,32.0,457.0,109.1475,2976.6642,4.2019,3.7981,3.3833,5.2402,-1.8251,3.7745,-3.0712,7.7943,0.05772257,0.00366499,0.8375
20045,定期,"<entry id=""12223""><hwg><hw>定期</hw><pinyin>dìngqī</pinyin></hwg><def><num>❶</num> <ps>动</ps>定下日期：<ex>婚礼何时举行，尚未～。</ex></def><def><num>❷</num> <ps>形</ps>属性词。有一定周期的；有一定期限的：<ex>～刊物｜～存款｜～召开代表大会。</ex></def>",12.4285714285714,3.10759438426942,21.0,52.3809523809524,47.6190476190476,50.0,20.0,4.0,3.0,0.32,0.57,22.0,1.13,0.97,23.0,0.25,0.46,8.0,0.36,0.63,14.0,1.0,0.68,14.0,1.33,1.32,9.0,102.0,3.04,2.0086,98.0,1.57,1.9912,1.0,40.0,735.87875,318.995696467936,-0.378329782752161,0.799308103499101,0.0,2.0,20.0,102.0,3.04,98.0,8.0,1.0,156.0,1.0,81657.0,1.0,7.0,1.0,1.0,1.0,2.72,1.137248,25.0,定,期,2.0,UD,LR,PicSyn,PicPho,ding4qi1,ding4,qi1,tiŋ4tɕʰi1,tiŋ4,tɕʰi1,t,i,5.0,3.0,2.0,4.0,1.0,6.4492,1269.8667,682.2765,870.0,257148.0,138161.0,3.0448,1744.8077,387.6709,102.0,81657.0,18143.0,7.574,1127.1098,770.8285,768.0,175491.0,120018.0,6.4492,1771.2009,1511.2898,138.0,116.0,1556.0341,778.1987,20.0,8.0,12.0,3251.0,4330.0,2531.0,2724.0,2438.65,2753.35,0.0,12.0,14.0,1.95,1.3,1.15,宀,月,14193.9605,21151.9802,51.0,115.0,3.0,4.0,175242.7102,185392.55,160017.9503,36220.3781,122890.7191,36220.3781,283815.5226,283815.5226,283815.5226,122890.7191,36220.3781,15334.6053,2187.0571,33763.6842,138.0,116.0,0.0,0.0,0.0,0.0,1655.6042,876.4937,0.0,0.0,6.0,13.0,32.0,94.0,109.1475,628.3469,4.2019,3.8879,3.3833,5.0379,0.9849,6.0511,1.7676,20.3674,0.07204969,0.017758,0.9336
