order,headword,definition,WordAoA_AoA Mean,WordAoA_AoA SD,WordAoA_No. of Raters,WordAoA_Male %,WordAoA_Female %,WordAoA_Age Max,WordAoA_Age Min,WordAoA_Education Max,WordAoA_Education Min,ValenceArousal_Valence_Mean,ValenceArousal_Valence_SD,ValenceArousal_Valence_N,ValenceArousal_Arousal_Mean,ValenceArousal_Arousal_SD,ValenceArousal_Arousal_N,ValenceArousal_Men_Valence_Mean,ValenceArousal_Men_Valence_SD,ValenceArousal_Men_Valence_N,ValenceArousal_Women_Valence_Mean,ValenceArousal_Women_Valence_SD,ValenceArousal_Women_Valence_N,ValenceArousal_Men_Arousal_Mean,ValenceArousal_Men_Arousal_SD,ValenceArousal_Men_Arousal_N,ValenceArousal_Women_Arousal_Mean,ValenceArousal_Women_Arousal_SD,ValenceArousal_Women_Arousal_N,SUBTLEXWord_WCount,SUBTLEXWord_W/million,SUBTLEXWord_logW,SUBTLEXWord_W-CD,SUBTLEXWord_W-CD%,SUBTLEXWord_logW-CD,MELD_lexicality,MELD_N,MELD_RT,MELD_RTSD,MELD_zRT,MELD_zRTSD,MELD_ERR,MELD_length,MELD_tstroke,MELD_wfreq,MELD_wfreq/mil,MELD_cd,MELD_C1stroke,MELD_C2stroke,MELD_C1nwf,MELD_C2nwf,MELD_C1cf,MELD_C2cf,MELD_C1nom,MELD_C2nom,MELD_C1nop,MELD_C2nop,Concreteness_Mean of Valid Ratings,Concreteness_SD of Valid Ratings,Concreteness_No.of Valid Ratings,CLD_C1,CLD_C2,CLD_Length,CLD_C1Structure,CLD_C2Structure,CLD_C1Type,CLD_C2Type,CLD_Pinyin,CLD_C1Pinyin,CLD_C2Pinyin,CLD_IPA,CLD_C1IPA,CLD_C2IPA,CLD_InitialPhoneme,CLD_FinalPhoneme,CLD_Phonemes,CLD_C1Phonemes,CLD_C2Phonemes,CLD_C1Tone,CLD_C2Tone,CLD_Frequency,CLD_C1Frequency,CLD_C2Frequency,CLD_FrequencyRaw,CLD_C1FrequencyRaw,CLD_C2FrequencyRaw,CLD_FrequencySUBTL,CLD_C1FrequencySUBTL,CLD_C2FrequencySUBTL,CLD_FrequencyRawSUBTL,CLD_C1FrequencyRawSUBTL,CLD_C2FrequencyRawSUBTL,CLD_FrequencyWeibo,CLD_C1FrequencyWeibo,CLD_C2FrequencyWeibo,CLD_FrequencyRawWeibo,CLD_C1FrequencyRawWeibo,CLD_C2FrequencyRawWeibo,CLD_PhonologicalFrequency,CLD_C1PhonologicalFrequency,CLD_C2PhonologicalFrequency,CLD_C1FamilySize,CLD_C2FamilySize,CLD_C1FamilyFrequency,CLD_C2FamilyFrequency,CLD_Strokes,CLD_C1Strokes,CLD_C2Strokes,CLD_C1Pixels,CLD_C2Pixels,CLD_C1PictureSize,CLD_C2PictureSize,CLD_C1OLDPixels,CLD_C2OLDPixels,CLD_PhonologicalN,CLD_C1PhonologicalN,CLD_C2PhonologicalN,CLD_PLD,CLD_C1PLD,CLD_C2PLD,CLD_C1SR,CLD_C2SR,CLD_C1SRFrequency,CLD_C2SRFrequency,CLD_C1SRFamilySize,CLD_C2SRFamilySize,CLD_C1SRStrokes,CLD_C2SRStrokes,CLD_MeanPhonemeFrequency,CLD_C1MeanPhonemeFrequency,CLD_C2MeanPhonemeFrequency,CLD_MinPhonemeFrequency,CLD_C1MinPhonemeFrequency,CLD_C2MinPhonemeFrequency,CLD_MaxPhonemeFrequency,CLD_C1MaxPhonemeFrequency,CLD_C2MaxPhonemeFrequency,CLD_C1InitialPhonemeFrequency,CLD_C2InitialPhonemeFrequency,CLD_MeanDiphoneFrequency,CLD_MinDiphoneFrequency,CLD_MaxDiphoneFrequency,CLD_C1Friends,CLD_C2Friends,CLD_C1HomographTypes,CLD_C2HomographTypes,CLD_C1HomographTokens,CLD_C2HomographTokens,CLD_C1FriendsFrequency,CLD_C2FriendsFrequency,CLD_C1HomographsFrequency,CLD_C2HomographsFrequency,CLD_C1HomophoneTypes,CLD_C2HomophoneTypes,CLD_C1HomophoneTokens,CLD_C2HomophoneTokens,CLD_C1HomophonesFrequency,CLD_C2HomophonesFrequency,CLD_C1Entropy,CLD_C1BackwardEntropy,CLD_C1RE,CLD_C2RE,CLD_PMI,CLD_PSPMI,CLD_TScore,CLD_PSTScore,CLD_C1ConditionalProbability,CLD_C1BackwardConditionalProbability,CLD_EntropyCharacterFrequencies
26000,情感,"<entry id=""42058""><hwg><hw>情感</hw><pinyin>qínggǎn</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 对外界刺激肯定或否定的心理反应，如喜欢、愤怒、悲伤、恐惧、爱慕、厌恶等。</def><def><num>❷</num> 感情：<ex>两人～很深。</ex></def>",10.952380952381,3.42747998500634,21.0,38.0952380952381,61.9047619047619,38.0,20.0,5.0,4.0,0.63,0.84,27.0,2.84,1.21,25.0,0.58,0.79,12.0,0.67,0.9,15.0,3.27,0.65,11.0,2.5,1.45,14.0,805.0,24.0,2.9058,545.0,8.73,2.7364,1.0,40.0,692.7875,337.330740560244,-0.491131106916313,0.707832451652907,0.0,2.0,24.0,805.0,24.0,545.0,11.0,1.0,198.0,1.0,69279.0,1.0,5.0,1.0,1.0,1.0,3.7,1.290549,30.0,情,感,2.0,LR,UD,PicPho,PicPho,qing2gan3,qing2,gan3,tɕʰiŋ2kan3,tɕʰiŋ2,kan3,tɕʰ,n,6.0,3.0,3.0,2.0,3.0,37.4796,2301.6296,1651.6148,5056.0,466080.0,334452.0,24.0299,1480.3205,1304.5726,805.0,69279.0,61054.0,41.9231,2548.4971,1755.9281,4251.0,396801.0,273398.0,37.4796,2763.4322,3290.4893,177.0,127.0,3041.3862,2190.9711,24.0,11.0,13.0,4022.0,4009.0,2311.0,4053.0,2420.55,3017.7,1.0,11.0,23.0,2.1,1.35,1.0,忄,心,9431.3086,19695.9012,100.0,59.0,3.0,4.0,179427.6761,156502.4364,202352.9157,36220.3781,36220.3781,54217.3314,321278.7324,283815.5226,321278.7324,36220.3781,54217.3314,26934.3262,3790.0297,69519.2809,175.0,127.0,1.0,0.0,2.0,0.0,2641.1193,2215.2854,505.0259,0.0,3.0,6.0,18.0,59.0,84.8332,1037.7242,3.7388,3.6961,6.1705,5.3147,1.0351,6.4782,4.4875,57.1559,0.06709931,0.1489907199999999,0.9804
26027,情绪,"<entry id=""42096""><hwg><hw>情绪</hw><pinyin>qíngxù</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 人从事某种活动时产生的兴奋心理状态：<ex>生产～｜急躁～｜～高涨。</ex></def><def><num>❷</num> 指不愉快的情感：<ex>闹～｜他有点<small>儿</small>～。</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://情绪化"">情绪化</a></div></ci>",11.2857143,3.22711725,21.0,38.0952380952381,61.9047619047619,54.0,20.0,5.0,4.0,0.07,0.83,27.0,2.52,1.05,27.0,0.07,0.92,14.0,0.08,0.76,13.0,2.43,1.02,14.0,2.62,1.12,13.0,1446.0,43.1,3.1602,982.0,15.73,2.9921,1.0,39.0,641.538717948718,138.684000389744,-0.695178199778193,0.41610424472209,2.5,2.0,22.0,1446.0,43.1,982.0,11.0,1.0,198.0,1.0,69279.0,1.0,5.0,1.0,1.0,1.0,3.514286,1.172514,35.0,情,绪,2.0,LR,LR,PicPho,PicPho,qing2xu4,qing2,xu4,tɕʰiŋ2ɕy4,tɕʰiŋ2,ɕy4,tɕʰ,y,5.0,3.0,2.0,2.0,4.0,94.2328,2301.6296,83.8123,12712.0,466080.0,16972.0,43.1642,1480.3205,54.6581,1446.0,69279.0,2558.0,111.1045,2548.4971,92.5755,11266.0,396801.0,14414.0,94.2328,2763.4322,1007.4944,177.0,12.0,3041.3862,122.9133,22.0,11.0,11.0,4022.0,4247.0,2311.0,3779.0,2420.55,2392.85,1.0,11.0,8.0,2.05,1.35,1.5,忄,纟,9431.3086,11417.6494,100.0,100.0,3.0,3.0,113150.295,156502.4364,48122.083,27067.361,36220.3781,27067.361,283815.5226,283815.5226,69176.805,36220.3781,69176.805,15155.7153,4164.3069,33763.6842,175.0,12.0,1.0,0.0,2.0,0.0,2584.3662,28.7917,505.0259,0.0,3.0,13.0,18.0,106.0,84.8332,884.47,3.7388,1.0335,6.1705,5.3659,6.5229,8.9268,92.0772,213.7135,0.1687037999999999,0.8133597799999999,0.2195
26032,情节,"<entry id=""42064""><hwg><hw>情节</hw><pinyin>qíngjié</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 事情的变化和经过：<ex>故事～｜～生动。</ex></def><def><num>❷</num> 指犯罪或犯错误的具体情况：<ex>案件的～｜根据～轻重分别处理。</ex></def>",12.1304347826087,4.24590013827336,23.0,56.5217391304348,43.4782608695652,48.0,22.0,5.0,1.0,0.33,0.82,24.0,2.17,1.2,24.0,0.11,0.6,9.0,0.47,0.92,15.0,2.17,1.34,12.0,2.17,1.11,12.0,485.0,14.46,2.6857,410.0,6.57,2.6128,1.0,40.0,705.967,268.116748912073,-0.439366385408093,0.747865626888138,2.4390243902439,2.0,16.0,485.0,14.46,410.0,11.0,1.0,198.0,1.0,69279.0,1.0,5.0,1.0,1.0,1.0,3.307692,1.225373,26.0,情,节,2.0,LR,UD,PicPho,PicPho,qing2jie2,qing2,jie2,tɕʰiŋ2tɕje2,tɕʰiŋ2,tɕje2,tɕʰ,e,6.0,3.0,3.0,2.0,2.0,17.2202,2301.6296,664.2123,2323.0,466080.0,134503.0,14.4776,1480.3205,371.3034,485.0,69279.0,17377.0,18.1262,2548.4971,752.2543,1838.0,396801.0,117126.0,21.4678,2763.4322,2371.6827,177.0,98.0,3041.3862,900.9563,16.0,11.0,5.0,4022.0,2801.0,2311.0,1693.0,2420.55,2560.1,4.0,11.0,10.0,2.1,1.35,1.5,忄,艹,9431.3086,9164.7556,100.0,191.0,3.0,3.0,134677.3684,156502.4364,112852.3005,36220.3781,36220.3781,71647.235,283815.5226,283815.5226,175418.8658,36220.3781,71647.235,21928.0415,5113.2172,39133.1134,175.0,97.0,1.0,1.0,2.0,1.0,2661.3788,928.8436,505.0259,0.467,3.0,14.0,18.0,220.0,84.8332,1425.619,3.7388,1.8915,6.1705,6.9571,1.2704,4.3764,3.7732,18.0014,0.03082905,0.03471102,0.7672999999999999
26049,惊动,"<entry id=""27156""><hwg><hw>惊动</hw><pinyin>jīngdòng</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 举动影响旁人，使吃惊或受侵扰：<ex>娘睡了，别～她。</ex></def><def><num>❷</num> 客套话，表示打扰、麻烦了他人：<ex>不好意思，为这点<small>儿</small>小事～了您。</ex></def>",10.0526315789474,4.23574320135632,19.0,52.6315789473684,47.3684210526316,48.0,20.0,4.0,4.0,-0.33,0.87,24.0,2.75,1.21,20.0,0.0,0.89,11.0,-0.62,0.77,13.0,2.63,1.41,8.0,2.83,1.11,12.0,57.0,1.7,1.7559,54.0,0.86,1.7324,1.0,40.0,728.86475,260.212324300531,-0.446656470467872,0.690958263835196,4.76190476190476,2.0,17.0,57.0,1.7,54.0,11.0,1.0,64.0,1.0,9696.0,1.0,4.0,1.0,1.0,1.0,3.2,1.079215,35.0,惊,动,2.0,LR,LR,PicPho,Other,jing1dong4,jing1,dong4,tɕiŋ1tʊŋ4,tɕiŋ1,tʊŋ4,tɕ,ŋ,6.0,3.0,3.0,1.0,4.0,1.1342,292.3852,1375.5852,153.0,59208.0,278556.0,1.7015,207.1795,1052.8632,57.0,9696.0,49274.0,0.9467,317.9961,1472.5883,96.0,49512.0,229282.0,1.1342,3546.9311,2148.6509,59.0,236.0,329.2513,1837.7094,17.0,11.0,6.0,3596.0,3383.0,3124.0,3382.0,2513.65,2507.85,1.0,10.0,16.0,1.9,1.4,1.2,忄,力,9431.3086,6800.9383,100.0,25.0,3.0,2.0,134686.9088,168311.3887,101062.429,30825.1594,71647.235,30825.1594,283815.5226,283815.5226,149471.4085,71647.235,122890.7191,19688.1275,3485.5226,33763.6842,59.0,239.0,0.0,0.0,0.0,0.0,345.6857,1964.8554,0.0,0.0,14.0,5.0,254.0,68.0,3200.1112,182.6612,2.5974,3.9719,6.6173,5.6773,-0.4319,0.0056,-0.32,0.0041,0.00432411,0.00078779,0.6696999999999999
26192,惭愧,"<entry id=""04897""><hwg><hw>惭愧</hw><pinyin>cánkuì</pinyin></hwg><def><ps>形</ps></def><def><num>❶</num> 因为自己有缺点、做错了事或未能尽到责任而感到不安：<ex>深感～｜～万分。</ex></def><def><num>❷</num> 谦辞，多用于受到别人的称赞表示不敢当。</def>",10.7272727272727,3.81952151306215,22.0,36.3636363636364,63.6363636363636,40.0,19.0,4.0,3.0,-0.96,1.27,25.0,2.0,1.15,25.0,-0.88,1.36,16.0,-1.11,1.17,9.0,1.63,1.06,8.0,2.18,1.19,17.0,146.0,4.35,2.1644,124.0,1.99,2.0934,1.0,39.0,686.648461538462,188.534667460425,-0.510460215725968,0.551266942919459,2.5,2.0,23.0,146.0,4.35,124.0,11.0,1.0,2.0,1.0,178.0,1.0,1.0,1.0,1.0,1.0,3.565217,1.121123,23.0,惭,愧,2.0,LR,LR,PicPho,PicPho,can2kui4,can2,kui4,tsʰan2kʰwei4,tsʰan2,kʰwei4,tsʰ,i,7.0,3.0,4.0,2.0,4.0,6.8792,5.6988,24.4049,928.0,1154.0,4942.0,4.3582,3.8034,19.7863,146.0,178.0,926.0,7.712,6.2685,25.7932,782.0,976.0,4016.0,6.8792,125.4188,95.9822,2.0,11.0,7.3165,32.5352,24.0,11.0,13.0,4112.0,4278.0,3663.0,3598.0,2963.05,2462.7,0.0,19.0,14.0,2.65,1.0,1.25,忄,忄,9431.3086,9431.3086,100.0,100.0,3.0,3.0,161447.1323,188783.2666,140945.0315,13508.384,13508.384,26206.8866,321278.7324,321278.7324,283815.5226,13508.384,26206.8866,30125.4695,1828.9548,69519.2809,2.0,11.0,0.0,0.0,0.0,0.0,0.6079,25.7153,0.0,0.0,2.0,5.0,44.0,16.0,117.9318,63.3877,0.0,1.8736,1.6695,2.1,13.612,14.0404,293.4601,340.429,1.0,0.34678625,0.7
26212,惰性,"<entry id=""13349""><hwg><hw>惰性</hw><pinyin>duòxìng</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 某些物质化学性质不活泼，不易跟其他物质发生化学反应的性质。</def><def><num>❷</num> 不想改变生活和工作习惯的倾向（多指消极落后的）。</def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://惰性气体"">惰性气体</a></div></ci>",11.9,4.29074892248305,20.0,45.0,55.0,53.0,19.0,4.0,3.0,-1.58,1.17,26.0,1.33,1.24,21.0,-1.85,0.69,13.0,-1.31,1.49,13.0,1.1,1.2,10.0,1.55,1.29,11.0,7.0,0.21,0.8451,6.0,0.1,0.7782,1.0,40.0,844.16675,235.610388569747,0.106406317550259,0.772792585162187,2.4390243902439,2.0,20.0,7.0,0.21,6.0,12.0,1.0,2.0,1.0,110.0,1.0,1.0,1.0,1.0,1.0,3.291667,1.232853,24.0,惰,性,2.0,LR,LR,PicPho,PicPho,duo4xing4,duo4,xing4,two4ɕiŋ4,two4,ɕiŋ4,t,ŋ,6.0,3.0,3.0,4.0,4.0,1.6605,9.1704,554.5531,224.0,1857.0,112297.0,0.209,2.3504,600.4701,7.0,110.0,28102.0,2.14,11.2203,540.7514,217.0,1747.0,84195.0,1.6605,33.662,2188.6583,2.0,353.0,12.5204,663.7361,20.0,12.0,8.0,3914.0,3369.0,2977.0,2297.0,2400.55,2247.5,0.0,18.0,11.0,2.45,1.05,1.35,忄,忄,9431.3086,9431.3086,100.0,100.0,3.0,3.0,155371.9385,143255.9649,167487.912,69176.805,122890.7191,69176.805,283815.5226,162266.9162,283815.5226,122890.7191,69176.805,30092.1186,387.4203,81825.6412,1.0,353.0,0.0,0.0,0.0,0.0,10.8599,708.94,0.0,0.0,5.0,4.0,13.0,75.0,21.1416,1478.0578,0.0,4.5693,0.8570999999999999,4.5093,6.4789,9.9234,12.0336,40.1138,1.0,0.00482436,0.1199
26233,想象,"<entry id=""56467""><hwg><hw>想象</hw><pinyin>xiǎngxiàng</pinyin></hwg><def><ps>动</ps></def><def><num>❶</num> 对于不在眼前的事物想出它的具体形象；设想：<ex>不难～｜～不出。</ex></def><def><num>❷</num> 心理学上指在知觉材料的基础上，经过新的配合而创造出新形象的心理过程。</def><def>‖也作想像。</def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://想象力"">想象力</a></div></ci>",9.40909090909091,2.63057283113648,22.0,36.3636363636364,63.6363636363636,43.0,19.0,4.0,3.0,0.52,0.71,25.0,2.29,0.9,21.0,0.54,0.78,13.0,0.5,0.67,12.0,1.8,0.79,10.0,2.73,0.79,11.0,4177.0,124.51,3.6209,2549.0,40.83,3.4064,1.0,39.0,709.885897435897,344.400979365607,-0.419245861059285,0.94713218050486,2.5,2.0,24.0,4177.0,124.51,2549.0,13.0,1.0,76.0,1.0,247453.0,1.0,5.0,1.0,1.0,1.0,4.153846,0.833897,26.0,想,象,2.0,UD,UD,PicPho,Picto,xiang3xiang4,xiang3,xiang4,ɕjaŋ3ɕjaŋ4,ɕjaŋ3,ɕjaŋ4,ɕ,ŋ,8.0,4.0,4.0,3.0,4.0,71.3788,4461.0864,272.1877,9629.0,903370.0,55118.0,124.6866,5287.4573,363.3974,4177.0,247453.0,17007.0,53.7673,4212.6975,244.772,5452.0,655917.0,38111.0,84.4329,8553.8844,3085.7821,65.0,45.0,1169.4144,301.3566,25.0,13.0,12.0,3926.0,4164.0,3503.0,3851.0,2949.75,2986.5,5.0,7.0,9.0,1.75,1.6,1.45,心,豕,19695.9012,378.4741,59.0,5.0,4.0,7.0,178836.4529,178836.4529,178836.4529,69176.805,69176.805,69176.805,321278.7324,321278.7324,321278.7324,69176.805,69176.805,52268.3236,5688.9844,81215.1816,66.0,45.0,0.0,0.0,0.0,0.0,6318.5915,303.8325,0.0,0.0,4.0,6.0,49.0,225.0,2163.914,2710.5708,2.8426,3.1414,5.1653,5.4951,6.185,6.9548,71.0741,93.3421,0.10124493,0.26167894,0.3175
26300,意义,"<entry id=""61544""><hwg><hw>意义</hw><pinyin>yìyì</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 语言文字或其他信号所表示的内容。</def><def><num>❷</num> 价值；作用：<ex>积极的～｜探讨人生的～｜一部富有教育～的影片。</ex></def>",10.1,3.4928498393146,20.0,55.0,45.0,49.0,18.0,5.0,4.0,1.08,0.93,26.0,1.79,1.1,24.0,1.18,1.17,11.0,1.0,0.76,15.0,2.08,1.24,12.0,1.5,0.9,12.0,3580.0,106.72,3.5539,2259.0,36.18,3.3539,1.0,40.0,619.438,166.37889227873,-0.725401240675605,0.492889016149246,2.4390243902439,2.0,16.0,3580.0,106.72,2259.0,13.0,1.0,197.0,1.0,103354.0,1.0,4.0,1.0,1.0,1.0,4.08,1.15181,25.0,意,义,2.0,UD,SG,PicSyn,Other,yi4yi4,yi4,yi4,i4i4,i4,i4,i,i,2.0,1.0,1.0,4.0,4.0,83.6249,1521.0864,177.5506,11281.0,308020.0,35954.0,106.8657,2208.4188,202.735,3580.0,103354.0,9488.0,75.9467,1314.4894,169.9807,7701.0,204666.0,26466.0,85.9303,4225.0408,4225.0408,171.0,131.0,2027.7687,219.0808,16.0,13.0,3.0,3920.0,2697.0,2809.0,3111.0,2587.75,2258.2,6.0,7.0,7.0,1.25,1.0,1.0,心,丶,19695.9012,4917.6099,59.0,6.0,4.0,1.0,283815.5226,283815.5226,283815.5226,283815.5226,283815.5226,283815.5226,283815.5226,283815.5226,283815.5226,283815.5226,283815.5226,1889.7109,1889.7109,1889.7109,172.0,131.0,0.0,0.0,0.0,0.0,1968.851,139.5033,0.0,0.0,42.0,42.0,566.0,607.0,2172.5649,4001.9125,2.6652,2.708,6.89,4.8833,6.4297,8.2592,83.9192,159.5451,0.13916337,0.55085698,0.4832
26308,意图,"<entry id=""61535""><hwg><hw>意图</hw><pinyin>yìtú</pinyin></hwg><def><num>❶</num> <ps>名</ps>希望达到某种目的的想法：<ex>主观～｜他的～很明显，是想要那本书。</ex></def><def><num>❷</num> <ps>动</ps>打算；想要：<ex>～谋反｜～行骗。</ex></def>",13.2,4.86231480502424,20.0,45.0,55.0,47.0,19.0,5.0,4.0,-0.23,1.03,26.0,2.05,0.95,22.0,-0.23,1.17,13.0,-0.23,0.93,13.0,1.71,0.95,7.0,2.2,0.94,15.0,314.0,9.36,2.4969,252.0,4.04,2.4014,1.0,39.0,711.685897435897,273.50001273663,-0.404303245531404,0.762032431944302,2.5,2.0,21.0,314.0,9.36,252.0,13.0,1.0,197.0,1.0,103354.0,1.0,4.0,1.0,1.0,1.0,3.361111,1.150224,36.0,意,图,2.0,UD,CIR,PicSyn,Other,yi4tu2,yi4,tu2,i4tʰu2,i4,tʰu2,i,u,3.0,1.0,2.0,4.0,2.0,4.2921,1521.0864,834.237,579.0,308020.0,168933.0,9.3731,2208.4188,233.1197,314.0,103354.0,10910.0,2.6134,1314.4894,1014.9197,265.0,204666.0,158023.0,4.2921,4225.0408,1288.4804,171.0,86.0,2027.7687,821.0823,21.0,13.0,8.0,3920.0,4620.0,2809.0,3242.0,2587.75,2349.15,2.0,7.0,20.0,1.8,1.0,1.0,心,囗,19695.9012,7478.8593,59.0,24.0,4.0,3.0,172892.0361,283815.5226,117430.2928,42095.2706,283815.5226,42095.2706,283815.5226,283815.5226,192765.315,283815.5226,42095.2706,1716.1008,1412.4759,2019.7257,172.0,86.0,0.0,0.0,0.0,0.0,2048.1838,1004.3662,0.0,0.0,42.0,5.0,566.0,98.0,2172.5649,279.8221,2.6652,3.0274,6.89,4.7316,0.0112,4.2681,0.0161,8.6219,0.00714259,0.03464162,0.9378
26311,意外,"<entry id=""61536""><hwg><hw>意外</hw><pinyin>yìwài</pinyin></hwg><def><num>❶</num> <ps>形</ps>意料之外的：<ex>感到～｜～事故。</ex></def><def><num>❷</num> <ps>名</ps>意外的不幸事件：<ex>严禁烟火，以免发生～。</ex></def>",12.8,5.24755582202449,20.0,45.0,55.0,53.0,19.0,4.0,3.0,-1.0,1.02,26.0,3.33,0.58,21.0,-1.08,1.19,13.0,-0.92,0.86,13.0,3.3,0.48,10.0,3.36,0.67,11.0,2579.0,76.88,3.4115,1567.0,25.1,3.1951,1.0,42.0,660.524523809524,243.82764809717,-0.600203983641682,0.807493786316885,0.0,2.0,18.0,2579.0,76.88,1567.0,13.0,1.0,197.0,1.0,103354.0,1.0,4.0,1.0,1.0,1.0,3.208333,1.062367,24.0,意,外,2.0,UD,LR,PicSyn,PicSyn,yi4wai4,yi4,wai4,i4wai4,i4,wai4,i,i,4.0,1.0,3.0,4.0,4.0,57.8651,1521.0864,741.437,7806.0,308020.0,150141.0,76.9851,2208.4188,678.3547,2579.0,103354.0,31747.0,51.5483,1314.4894,760.3982,5227.0,204666.0,118394.0,57.8651,4225.0408,1023.0096,171.0,179.0,2027.7687,904.9741,18.0,13.0,5.0,3920.0,2759.0,2809.0,3281.0,2587.75,2392.9,6.0,7.0,20.0,1.65,1.0,1.0,心,夕,19695.9012,5475.284,59.0,7.0,4.0,3.0,262794.1735,283815.5226,255787.0571,162266.9162,283815.5226,162266.9162,321278.7324,283815.5226,321278.7324,283815.5226,162266.9162,34469.6195,1973.5582,64581.7717,172.0,180.0,0.0,0.0,0.0,0.0,1994.6108,965.1446,0.0,0.0,42.0,0.0,566.0,0.0,2172.5649,0.0,2.6652,3.9538,6.89,5.3778,3.661,6.6801,24.9161,76.2785,0.09629547,0.18436031,0.9126
26314,意思,"<entry id=""61534""><hwg><hw>意思</hw><pinyin>yì·si</pinyin></hwg><def><num>❶</num> <ps>名</ps>语言文字等的意义；思想内容：<ex>“节约”就是不浪费的～｜要正确地了解这篇文章的中心～｜你这句话是什么～？</ex></def><def><num>❷</num> <ps>名</ps>意见；愿望：<ex>大家的～是一起去｜我想跟你合写一篇文章，你是不是也有这个～？</ex></def><def><num>❸</num> <ps>名</ps>指礼品所代表的心意：<ex>这不过是我的一点<small>儿</small>～，你就收下吧！</ex></def><def><num>❹</num> <ps>动</ps>指表示一点<small>儿</small>心意：<ex>大家受累了，得买些东西～一下。</ex></def><def><num>❺</num> <ps>名</ps>某种趋势或苗头：<ex>天有点<small>儿</small>要下雨的～｜天气渐渐暖了，树木有点<small>儿</small>发绿的～了。</ex></def><def><num>❻</num> <ps>名</ps>情趣；趣味：<ex>这棵松树长得像座宝塔，真有～｜那种聚会～不大，我不想去参加。</ex></def>",10.9,4.80021929,20.0,65.0,35.0,41.0,17.0,5.0,4.0,0.26,0.71,27.0,1.23,0.87,22.0,0.0,0.45,11.0,0.44,0.81,16.0,1.36,0.81,11.0,1.09,0.94,11.0,19239.0,573.5,4.2842,5301.0,84.91,3.7244,1.0,40.0,638.58275,165.169150748286,-0.703529948627308,0.46344745286028,0.0,2.0,22.0,19239.0,573.5,5301.0,13.0,1.0,197.0,1.0,103354.0,1.0,4.0,1.0,1.0,1.0,4.033333,1.098065,30.0,意,思,2.0,UD,UD,PicSyn,PicSyn,yi4si5,yi4,si5,i4sɹ5,i4,sɹ5,i,ɹ,3.0,1.0,2.0,4.0,5.0,253.2172,1521.0864,539.5605,34159.0,308020.0,109261.0,574.2985,2208.4188,744.765,19239.0,103354.0,34855.0,147.14,1314.4894,477.8805,14920.0,204666.0,74406.0,253.2172,4225.0408,366.3603,171.0,68.0,2027.7687,640.2372,22.0,13.0,9.0,3920.0,3786.0,2809.0,2346.0,2587.75,2307.05,1.0,7.0,7.0,1.95,1.0,1.65,心,心,19695.9012,19695.9012,59.0,59.0,4.0,4.0,126986.6518,283815.5226,48572.2165,15852.8169,283815.5226,15852.8169,283815.5226,283815.5226,81291.616,283815.5226,15852.8169,2503.0319,1443.9881,3562.0756,172.0,6.0,0.0,1.0,0.0,62.0,1799.2587,108.0133,0.0,291.1416,42.0,1.0,566.0,1.0,2172.5649,5.1297,2.6652,1.1766,6.89,6.7186,6.4965,8.8452,149.5305,340.5197,0.4213882999999999,0.8268942099999999,0.8295
